League;country;qtd_jogos;qtd_stats_true;media_goals_total_ft;cv_goals_total;conv_rate;goal_asymmetry;open_game_index;media_goals_home_ft;media_goals_away_ft;home_bias;freq_btts;freq_no_goal;qtd_zebra_away;freq_zebra_away_score;qtd_zebra_home;freq_zebra_home_score;zebra_index;btts_equilibrado;btts_favorito;btts_super_fav;btts_hiper_fav
Europe Friendlies;International (Europe);2608,0;2603,0;3,22;0,61;0,16;0,32;1,27;1,77;1,45;0,55;0,56;0,44;453,0;0,58;217,0;0,56;0,57;0,59;0,57;0,56;0,47
Italy Serie D;Italy;1331,0;1328,0;2,38;0,63;0,11;0,25;0,88;1,32;1,06;0,55;0,49;0,51;176,0;0,55;32,0;0,53;0,54;0,49;0,5;0,46;0,43
Spain Youth League;Spain;1079,0;1077,0;3,14;0,61;0,15;0,52;1,21;1,83;1,31;0,58;0,54;0,46;239,0;0,5;71,0;0,56;0,53;0,55;0,57;0,54;0,47
Mexico Liga TDP;Mexico;873,0;865,0;3,24;0,64;0,15;0,44;1,17;1,84;1,4;0,57;0,5;0,5;203,0;0,51;71,0;0,48;0,49;0,52;0,51;0,49;0,45
Poland III Liga;Poland;848,0;848,0;3,22;0,57;0,14;0,35;1,37;1,78;1,43;0,55;0,59;0,41;105,0;0,53;19,0;0,53;0,53;0,57;0,62;0,6;0,57
Poland IV Liga;Poland;785,0;785,0;3,72;0,54;0,14;0,41;1,7;2,06;1,65;0,56;0,61;0,39;158,0;0,65;51,0;0,53;0,59;0,6;0,61;0,62;0,6
Finland Kolmonen;Finland;753,0;753,0;4,26;0,53;0,17;0,31;1,99;2,28;1,98;0,54;0,66;0,34;166,0;0,63;98,0;0,67;0,65;0,68;0,67;0,69;0,61
Brazil Sao Paulo Youth Cup;Brazil;721,0;721,0;2,85;0,63;0,12;0,07;1,06;1,46;1,39;0,51;0,45;0,55;157,0;0,41;120,0;0,48;0,44;0,48;0,49;0,45;0,38
Portugal Campeonato Nacional;Portugal;713,0;713,0;2,38;0,68;0,13;0,33;0,76;1,36;1,02;0,57;0,48;0,52;87,0;0,54;18,0;0,56;0,55;0,47;0,48;0,52;0,49
Czechia 3. Liga;Czech Republic;674,0;673,0;3,17;0,57;0,15;0,32;1,38;1,74;1,43;0,55;0,57;0,43;94,0;0,5;25,0;0,56;0,53;0,61;0,56;0,55;0,49
Austria Landesliga;Austria;650,0;649,0;3,43;0,56;0,16;0,45;1,51;1,94;1,49;0,57;0,59;0,41;73,0;0,58;14,0;0,64;0,61;0,58;0,6;0,62;0,48
Brazil Serie D;Brazil;622,0;619,0;2,23;0,68;0,1;0,46;0,72;1,35;0,88;0,6;0,44;0,56;104,0;0,4;10,0;0,7;0,55;0,44;0,46;0,37;0,5
Argentina Nacional B;Argentina;596,0;592,0;1,83;0,73;0,13;0,41;0,5;1,12;0,71;0,61;0,37;0,63;107,0;0,44;2,0;0,5;0,47;0,37;0,37;0,35;0,37
Brazil U20 League;Brazil;576,0;575,0;3,07;0,65;0,13;0,4;1,07;1,73;1,34;0,56;0,51;0,49;115,0;0,58;68,0;0,57;0,58;0,46;0,49;0,59;0,51
Czechia 4. Liga;Czech Republic;575,0;575,0;3,28;0,58;0,16;0,44;1,37;1,86;1,42;0,57;0,58;0,42;100,0;0,56;11,0;0,73;0,64;0,63;0,62;0,52;0,44
Hungary NB III;Hungary;566,0;566,0;3,25;0,56;0,17;0,5;1,42;1,87;1,38;0,58;0,56;0,44;90,0;0,57;30,0;0,6;0,58;0,57;0,58;0,56;0,53
England National League;England;562,0;561,0;2,91;0,57;0,14;0,26;1,25;1,58;1,33;0,54;0,56;0,44;89,0;0,58;28,0;0,64;0,61;0,57;0,56;0,5;0,68
England League 2;England;557,0;557,0;2,57;0,6;0,11;0,17;1,02;1,37;1,2;0,53;0,52;0,48;60,0;0,63;7,0;0,43;0,53;0,52;0,5;0,6;0,52
England League 1;England;557,0;557,0;2,62;0,6;0,11;0,32;1,05;1,47;1,15;0,56;0,52;0,48;59,0;0,51;3,0;0,67;0,59;0,55;0,52;0,41;0,75
England National League South;England;556,0;555,0;2,86;0,61;0,14;0,36;1,12;1,61;1,25;0,56;0,56;0,44;60,0;0,63;2,0;1,0;0,82;0,57;0,53;0,61;0,6
England National League North;England;556,0;556,0;3,06;0,55;0,15;0,25;1,38;1,65;1,4;0,54;0,61;0,39;55,0;0,67;4,0;0,75;0,71;0,6;0,62;0,57;0,71
England Championship;England;556,0;556,0;2,6;0,57;0,11;0,19;1,12;1,4;1,2;0,54;0,57;0,43;69,0;0,55;10,0;0,7;0,63;0,58;0,56;0,55;0,5
France National 3;France;555,0;555,0;2,73;0,61;0,14;0,3;1,07;1,52;1,21;0,56;0,56;0,44;24,0;0,67;3,0;0,33;0,5;0,56;0,56;0,58;0,56
Argentina Liga Profesional Reserves;Argentina;536,0;535,0;2,44;0,65;0,14;0,38;0,86;1,41;1,03;0,58;0,47;0,53;45,0;0,4;6,0;0,33;0,37;0,52;0,48;0,37;0,25
Romania Liga III;Romania;534,0;533,0;3,16;0,6;0,15;0,4;1,27;1,78;1,38;0,56;0,56;0,44;99,0;0,62;31,0;0,65;0,63;0,55;0,58;0,56;0,5
USA MLS;USA;521,0;518,0;3,12;0,59;0,13;0,34;1,29;1,73;1,39;0,55;0,61;0,39;86,0;0,57;1,0;1,0;0,78;0,61;0,63;0,59;0,44
Guatemala Primera Division;Guatemala;515,0;514,0;2,43;0,63;0,13;0,86;0,9;1,65;0,78;0,68;0,48;0,52;160,0;0,49;1,0;1,0;0,75;0,48;0,5;0,46;0,49
Spain Regional League;Spain;514,0;510,0;2,63;0,68;0,13;0,39;0,84;1,51;1,12;0,57;0,49;0,51;35,0;0,51;16,0;0,44;0,48;0,49;0,53;0,42;0,28
UEFA Conference League Qualifying;International (Europe);510,0;510,0;2,75;0,64;0,13;0,53;0,99;1,64;1,11;0,6;0,46;0,54;151,0;0,52;42,0;0,43;0,47;0,48;0,48;0,48;0,38
Argentina Liga Profesional;Argentina;507,0;506,0;1,94;0,72;0,09;0,21;0,54;1,07;0,87;0,55;0,41;0,59;100,0;0,48;6,0;0,33;0,41;0,46;0,38;0,35;0,33
UK Friendlies;United Kingdom;501,0;500,0;3,18;0,6;0,16;0,52;1,26;1,33;1,85;0,42;0,55;0,45;44,0;0,61;97,0;0,53;0,57;0,61;0,51;0,6;0,51
France National 2;France;480,0;479,0;2,6;0,62;0,14;0,31;0,98;1,46;1,14;0,56;0,56;0,44;32,0;0,62;1,0;0,0;0,31;0,48;0,61;0,58;0,67
Argentina Torneo A;Argentina;471,0;470,0;2,01;0,73;0,11;0,55;0,54;1,28;0,73;0,64;0,39;0,61;129,0;0,42;1,0;1,0;0,71;0,42;0,4;0,37;0,3
Thailand Division 3;Thailand;467,0;465,0;2,6;0,65;0,12;0,24;0,9;1,42;1,18;0,55;0,49;0,51;65,0;0,54;18,0;0,28;0,41;0,47;0,53;0,49;0,36
Spain Segunda;Spain;467,0;467,0;2,66;0,64;0,11;0,32;0,95;1,49;1,17;0,56;0,56;0,44;62,0;0,58;2,0;0,5;0,54;0,51;0,6;0,5;0,71
France U19 League;France;466,0;465,0;3,28;0,58;0,16;0,56;1,39;1,92;1,36;0,59;0,57;0,43;60,0;0,5;12,0;0,5;0,5;0,61;0,59;0,54;0,43
Colombia Primera A;Colombia;464,0;463,0;2,43;0,62;0,1;0,43;0,92;1,43;1,0;0,59;0,51;0,49;137,0;0,55;8,0;0,75;0,65;0,49;0,53;0,52;0,4
Mexico Segunda Division;Mexico;443,0;439,0;2,76;0,66;0,14;0,45;0,94;1,61;1,15;0,58;0,5;0,5;69,0;0,55;12,0;0,42;0,48;0,53;0,53;0,52;0,39
Brazil Serie A;Brazil;437,0;437,0;2,59;0,61;0,1;0,47;1,02;1,53;1,06;0,59;0,5;0,5;123,0;0,54;7,0;0,71;0,63;0,49;0,5;0,53;0,44
USA MLS Next Pro League;USA;432,0;432,0;3,41;0,57;0,15;0,28;1,48;1,84;1,56;0,54;0,66;0,34;30,0;0,73;1,0;1,0;0,87;0,58;0,69;0,72;0,67
Argentina Primera B Metropolitana;Argentina;430,0;429,0;2,0;0,72;0,13;0,25;0,55;1,12;0,87;0,56;0,42;0,58;24,0;0,38;2,0;0,5;0,44;0,41;0,43;0,32;0,42
England Northern League Division One;England;421,0;421,0;2,96;0,64;0,14;0,26;1,07;1,61;1,35;0,54;0,56;0,44;32,0;0,56;7,0;0,43;0,5;0,53;0,63;0,48;0,46
UEFA Champions League;International (Europe);407,0;407,0;3,3;0,59;0,12;0,48;1,35;1,89;1,41;0,57;0,55;0,45;130,0;0,55;43,0;0,58;0,57;0,61;0,52;0,55;0,51
Italy Campionato Primavera 2;Italy;404,0;403,0;3,06;0,58;0,14;0,28;1,29;1,67;1,39;0,55;0,59;0,41;35,0;0,49;9,0;0,56;0,52;0,57;0,63;0,6;0,3
Italy Serie B;Italy;395,0;394,0;2,52;0,59;0,1;0,38;1,04;1,45;1,07;0,57;0,54;0,46;57,0;0,6;9,0;0,44;0,52;0,59;0,49;0,55;0,5
Netherlands Eerste Divisie;Netherlands;393,0;393,0;3,2;0,54;0,12;0,28;1,47;1,74;1,46;0,54;0,61;0,39;55,0;0,58;14,0;0,64;0,61;0,6;0,65;0,58;0,56
Türkiye 1 Lig;Turkey;389,0;389,0;2,9;0,62;0,14;0,4;1,1;1,65;1,25;0,57;0,51;0,49;85,0;0,48;48,0;0,6;0,54;0,56;0,49;0,54;0,42
Copa Sudamericana;International (South America);389,0;388,0;2,33;0,66;0,09;0,37;0,8;1,35;0,98;0,58;0,43;0,57;144,0;0,51;18,0;0,72;0,62;0,44;0,41;0,54;0,32
Algeria Division 2;Algeria;388,0;383,0;2,11;0,68;0,13;0,51;0,67;1,31;0,8;0,62;0,4;0,6;158,0;0,44;12,0;0,08;0,26;0,45;0,41;0,41;0,29
Argentina Primera C Metropolitana;Argentina;387,0;385,0;1,99;0,74;0,13;0,14;0,51;1,07;0,93;0,53;0,39;0,61;37,0;0,49;7,0;0,57;0,53;0,38;0,38;0,49;0,39
Belgium First Amateur Division;Belgium;386,0;386,0;3,28;0,58;0,14;0,16;1,37;1,72;1,56;0,52;0,58;0,42;31,0;0,52;15,0;0,67;0,59;0,63;0,56;0,5;0,4
Japan J-League;Japan;385,0;385,0;2,53;0,64;0,1;0,23;0,91;1,38;1,15;0,55;0,51;0,49;30,0;0,5;4,0;0,75;0,62;0,49;0,54;0,44;0,51
USA USL Championship;USA;381,0;381,0;2,65;0,66;0,14;0,35;0,89;1,5;1,15;0,57;0,51;0,49;41,0;0,59;0,0;0,0;0,29;0,5;0,53;0,5;0,51
USA USL League Two;USA;381,0;381,0;3,52;0,6;0,15;0,11;1,41;1,81;1,71;0,52;0,59;0,41;74,0;0,51;39,0;0,62;0,56;0,61;0,64;0,58;0,49
Spain La Liga;Spain;381,0;381,0;2,7;0,56;0,11;0,42;1,19;1,56;1,14;0,58;0,55;0,45;79,0;0,56;24,0;0,58;0,57;0,53;0,58;0,56;0,44
Germany 3. Liga;Germany;380,0;380,0;3,17;0,54;0,14;0,27;1,46;1,72;1,45;0,54;0,64;0,36;26,0;0,73;5,0;0,8;0,77;0,65;0,61;0,81;0,25
Brazil Serie B;Brazil;380,0;380,0;2,21;0,63;0,09;0,3;0,82;1,26;0,96;0,57;0,5;0,5;68,0;0,6;2,0;1,0;0,8;0,49;0,49;0,56;0,5
Italy Serie C Group A;Italy;380,0;378,0;2,33;0,64;0,12;0,15;0,84;1,24;1,09;0,53;0,5;0,5;41,0;0,54;9,0;0,44;0,49;0,5;0,53;0,42;0,29
Italy Serie A;Italy;380,0;380,0;2,46;0,62;0,1;0,17;0,93;1,31;1,14;0,53;0,47;0,53;98,0;0,5;44,0;0,48;0,49;0,52;0,46;0,42;0,46
England Premier League;England;379,0;379,0;2,74;0,58;0,11;0,26;1,16;1,5;1,24;0,55;0,55;0,45;84,0;0,64;24,0;0,42;0,53;0,54;0,55;0,57;0,47
Italy Serie C Group C;Italy;374,0;374,0;2,48;0,61;0,13;0,42;0,97;1,45;1,03;0,58;0,51;0,49;65,0;0,49;11,0;0,45;0,47;0,49;0,57;0,46;0,29
Spain Primera Division RFEF Group 1;Spain;374,0;373,0;2,43;0,65;0,13;0,32;0,85;1,37;1,06;0,56;0,49;0,51;35,0;0,63;2,0;0,0;0,31;0,47;0,51;0,43;0,36
Argentina Reserve League;Argentina;369,0;369,0;2,7;0,73;0,15;0,34;0,74;1,52;1,18;0,56;0,46;0,54;37,0;0,51;16,0;0,44;0,48;0,5;0,45;0,38;0,44
Bolivia Copa Simon Bolivar;Bolivia;369,0;369,0;3,63;0,61;0,15;0,65;1,41;2,14;1,49;0,59;0,58;0,42;93,0;0,66;23,0;0,57;0,61;0,53;0,58;0,59;0,61
Greece Gamma Ethniki;Greece;365,0;365,0;2,35;0,73;0,14;0,52;0,64;1,44;0,92;0,61;0,43;0,57;124,0;0,48;22,0;0,41;0,44;0,5;0,36;0,46;0,4
Spain Primera Division RFEF Group 2;Spain;362,0;362,0;2,2;0,7;0,11;0,41;0,66;1,31;0,9;0,59;0,43;0,57;47,0;0,47;1,0;1,0;0,73;0,44;0,43;0,37;0,5
Brazil U20 Cup;Brazil;359,0;357,0;2,89;0,64;0,13;0,61;1,04;1,75;1,14;0,61;0,45;0,55;110,0;0,49;36,0;0,36;0,43;0,51;0,47;0,38;0,45
Türkiye U19 League;Turkey;359,0;358,0;3,11;0,61;0,16;0,21;1,21;1,66;1,45;0,53;0,58;0,42;31,0;0,58;7,0;0,43;0,5;0,61;0,57;0,56;0,5
Italy Serie C Group B;Italy;357,0;357,0;2,25;0,64;0,11;0,09;0,8;1,17;1,08;0,52;0,48;0,52;42,0;0,52;6,0;0,67;0,6;0,47;0,51;0,48;0,4
Brazil Campeonato Paulista U20;Brazil;353,0;352,0;3,0;0,61;0,13;0,45;1,16;1,73;1,27;0,58;0,51;0,49;71,0;0,56;18,0;0,39;0,48;0,49;0,49;0,54;0,55
Japan Regional League;Japan;350,0;350,0;3,33;0,68;0,15;0,04;1,07;1,69;1,65;0,51;0,49;0,51;58,0;0,48;57,0;0,42;0,45;0,51;0,55;0,48;0,46
Copa do Brasil;Brazil;349,0;348,0;2,22;0,72;0,09;0,14;0,61;1,18;1,04;0,53;0,39;0,61;109,0;0,41;63,0;0,41;0,41;0,47;0,38;0,4;0,34
Peru Liga 1;Peru;348,0;346,0;2,54;0,63;0,11;0,59;0,93;1,57;0,97;0,62;0,51;0,49;127,0;0,54;8,0;0,38;0,46;0,63;0,49;0,47;0,47
Iraq Stars League;Iraq;343,0;343,0;2,38;0,61;0,13;0,13;0,93;1,25;1,13;0,53;0,5;0,5;57,0;0,54;20,0;0,45;0,5;0,52;0,51;0,47;0,42
France Cup;France;336,0;336,0;3,12;0,63;0,15;0,48;1,15;1,32;1,8;0,42;0,55;0,45;36,0;0,58;126,0;0,49;0,54;0,67;0,65;0,52;0,44
China Division 2;China;334,0;334,0;2,32;0,68;0,15;0,28;0,74;1,3;1,02;0,56;0,46;0,54;59,0;0,41;16,0;0,44;0,42;0,43;0,5;0,48;0,4
Mexico Liga MX;Mexico;332,0;330,0;2,89;0,6;0,11;0,51;1,16;1,7;1,19;0,59;0,58;0,42;84,0;0,61;12,0;0,58;0,6;0,59;0,62;0,59;0,44
Panama Liga Prom;Panama;329,0;328,0;3,32;0,58;0,16;0,14;1,38;1,73;1,59;0,52;0,58;0,42;37,0;0,73;26,0;0,58;0,65;0,67;0,53;0,67;0,54
Mexico Liga MX Femenil;Mexico;326,0;325,0;3,34;0,57;0,15;0,32;1,44;1,83;1,51;0,55;0,53;0,47;120,0;0,46;77,0;0,47;0,46;0,57;0,68;0,62;0,38
Colombia Primera B;Colombia;325,0;323,0;2,27;0,62;0,12;0,32;0,85;1,3;0,98;0,57;0,46;0,54;78,0;0,45;2,0;0,0;0,22;0,49;0,47;0,45;0,1
Türkiye Super Lig;Turkey;324,0;323,0;2,68;0,61;0,11;0,19;1,06;1,43;1,25;0,53;0,55;0,45;66,0;0,65;25,0;0,6;0,63;0,55;0,52;0,48;0,8
Ethiopia Premier League;Ethiopia;322,0;322,0;1,8;0,76;0,13;0,02;0,43;0,89;0,91;0,49;0,43;0,57;8,0;0,38;4,0;0,5;0,44;0,46;0,39;0,36;0,43
England FA Cup;England;321,0;321,0;3,09;0,62;0,14;0,36;1,19;1,72;1,36;0,56;0,56;0,44;86,0;0,64;42,0;0,64;0,64;0,7;0,5;0,66;0,46
Ecuador LigaPro Serie A;Ecuador;319,0;319,0;2,4;0,64;0,1;0,26;0,86;1,33;1,07;0,55;0,49;0,51;75,0;0,61;3,0;0,33;0,47;0,5;0,46;0,54;0,5
Netherlands Eredivisie;Netherlands;318,0;317,0;3,14;0,53;0,12;0,43;1,46;1,78;1,35;0,57;0,61;0,39;84,0;0,67;19,0;0,68;0,68;0,65;0,53;0,64;0,7
Egypt Division 1;Egypt;317,0;317,0;2,03;0,71;0,11;0,05;0,58;1,04;0,99;0,51;0,46;0,54;52,0;0,46;27,0;0,59;0,53;0,43;0,47;0,56;0,38
Romania Liga I;Romania;313,0;313,0;2,53;0,6;0,1;0,29;1,01;1,41;1,12;0,56;0,51;0,49;52,0;0,63;16,0;0,44;0,54;0,54;0,5;0,57;0,33
Australia FFA Cup Qualifying;Australia;311,0;306,0;4,12;0,5;0,17;0,31;2,05;2,22;1,9;0,54;0,59;0,41;76,0;0,62;58,0;0,5;0,56;0,75;0,58;0,61;0,54
Copa Libertadores;International (South America);309,0;308,0;2,32;0,64;0,09;0,54;0,83;1,43;0,89;0,62;0,42;0,58;126,0;0,4;15,0;0,47;0,44;0,42;0,5;0,39;0,33
Germany Bundesliga I;Germany;308,0;308,0;3,2;0,55;0,12;0,24;1,44;1,72;1,48;0,54;0,61;0,39;54,0;0,57;13,0;0,54;0,56;0,63;0,65;0,51;0,55
Germany Bundesliga II;Germany;306,0;306,0;2,95;0,57;0,12;0,34;1,26;1,64;1,31;0,56;0,6;0,4;18,0;0,44;1,0;1,0;0,72;0,62;0,6;0,48;0,6
Portugal Segunda Liga;Portugal;306,0;306,0;2,45;0,67;0,11;0,1;0,81;1,27;1,17;0,52;0,47;0,53;22,0;0,45;1,0;1,0;0,73;0,47;0,46;0,48;0,47
Poland I Liga;Poland;306,0;306,0;2,97;0,51;0,13;0,23;1,45;1,6;1,37;0,54;0,64;0,36;21,0;0,71;4,0;0,25;0,48;0,66;0,62;0,6;0,71
Belgium First Division A;Belgium;306,0;305,0;2,68;0,64;0,1;0,09;0,96;1,39;1,29;0,52;0,55;0,45;41,0;0,63;11,0;0,55;0,59;0,43;0,63;0,52;0,58
France Ligue 2;France;305,0;305,0;2,53;0,69;0,12;0,1;0,8;1,31;1,22;0,52;0,52;0,48;32,0;0,69;0,0;0,0;0,34;0,5;0,51;0,67;0,52
Portugal Primeira Liga;Portugal;305,0;304,0;2,69;0,57;0,11;0,32;1,15;1,5;1,18;0,56;0,49;0,51;69,0;0,42;52,0;0,5;0,46;0,52;0,55;0,49;0,37
Poland Ekstraklasa;Poland;305,0;304,0;2,75;0,59;0,12;0,44;1,13;1,6;1,15;0,58;0,59;0,41;27,0;0,56;2,0;1,0;0,78;0,56;0,63;0,54;0,59
Saudi Arabia Pro League;Saudi Arabia;304,0;304,0;2,98;0,59;0,13;0,19;1,22;1,59;1,39;0,53;0,56;0,44;76,0;0,45;46,0;0,48;0,46;0,6;0,68;0,49;0,45
England Premier League 2;England;304,0;304,0;3,53;0,53;0,16;0,23;1,65;1,88;1,65;0,53;0,62;0,38;30,0;0,53;7,0;0,86;0,7;0,71;0,6;0,57;0,53
France Ligue 1;France;301,0;301,0;2,86;0,65;0,12;0,44;1,01;1,65;1,21;0,58;0,51;0,49;74,0;0,54;21,0;0,57;0,56;0,5;0,51;0,54;0,49
Poland II Liga;Poland;301,0;300,0;2,88;0,57;0,13;0,07;1,23;1,48;1,41;0,51;0,58;0,42;30,0;0,57;3,0;0,33;0,45;0,59;0,61;0,58;0,38
European U21 Championship Qual;International (Europe);299,0;299,0;3,11;0,65;0,15;0,21;1,1;1,66;1,45;0,53;0,4;0,6;111,0;0,4;81,0;0,41;0,4;0,44;0,48;0,45;0,34
Portugal Liga 3;Portugal;296,0;296,0;2,23;0,66;0,12;0,14;0,75;1,19;1,05;0,53;0,49;0,51;12,0;0,67;0,0;0,0;0,33;0,49;0,51;0,4;0,49
Paraguay Tercera Division;Paraguay;296,0;295,0;2,65;0,63;0,14;0,22;0,98;1,43;1,22;0,54;0,51;0,49;34,0;0,47;7,0;0,43;0,45;0,56;0,5;0,38;0,57
Israel Youth League;Israel;295,0;295,0;3,35;0,59;0,14;0,11;1,36;1,73;1,62;0,52;0,58;0,42;33,0;0,64;15,0;0,4;0,52;0,67;0,54;0,64;0,36
Serbia Super Liga;Serbia;295,0;295,0;2,77;0,65;0,12;0,3;0,98;1,53;1,23;0,55;0,55;0,45;55,0;0,58;25,0;0,64;0,61;0,56;0,55;0,51;0,58
International Match;International (World);294,0;293,0;2,66;0,7;0,15;0,47;0,79;1,56;1,1;0,59;0,45;0,55;95,0;0,43;20,0;0,5;0,47;0,39;0,52;0,48;0,39
Japan J2/J3 Centennial League;Japan;293,0;293,0;2,57;0,62;0,12;0,1;0,97;1,33;1,24;0,52;0,49;0,51;19,0;0,42;7,0;0,86;0,64;0,55;0,45;0,49;0,49
Thailand Division 2;Thailand;293,0;293,0;2,76;0,63;0,14;0,45;1,03;1,6;1,16;0,58;0,56;0,44;18,0;0,61;0,0;0,0;0,31;0,56;0,55;0,57;0,56
Netherlands Tweede Divisie;Netherlands;292,0;292,0;3,29;0,53;0,15;0,28;1,55;1,78;1,51;0,54;0,61;0,39;12,0;0,5;2,0;1,0;0,75;0,58;0,64;0,6;0,61
Slovakia 3. Liga;Slovakia;292,0;292,0;3,22;0,58;0,15;0,54;1,35;1,88;1,34;0,58;0,62;0,38;47,0;0,72;4,0;0,5;0,61;0,66;0,59;0,62;0,63
Bulgaria First League;Bulgaria;292,0;292,0;2,33;0,67;0,12;0,18;0,78;1,26;1,08;0,54;0,44;0,56;81,0;0,46;38,0;0,58;0,52;0,39;0,48;0,38;0,49
U19 Euro Championship Qual Women;International (Europe);290,0;289,0;3,47;0,65;0,16;0,54;1,22;2,0;1,47;0,58;0,33;0,67;115,0;0,26;68,0;0,31;0,28;0,64;0,46;0,26;0,25
Portugal U19 League;Portugal;290,0;290,0;2,89;0,63;0,14;0,18;1,06;1,53;1,36;0,53;0,55;0,45;43,0;0,56;17,0;0,47;0,51;0,57;0,57;0,58;0,44
Israel Liga Bet South;Israel;290,0;290,0;3,08;0,62;0,14;0,26;1,16;1,67;1,41;0,54;0,48;0,52;44,0;0,48;23,0;0,35;0,41;0,54;0,51;0,4;0,39
Spain Segunda Division RFEF Group 5;Spain;290,0;289,0;2,58;0,58;0,13;0,31;1,08;1,45;1,13;0,56;0,51;0,49;28,0;0,64;0,0;0,0;0,32;0,56;0,47;0,49;0,83
Saudi Arabia Division 1;Saudi Arabia;289,0;287,0;2,92;0,55;0,16;0,18;1,3;1,55;1,37;0,53;0,62;0,38;36,0;0,61;16,0;0,62;0,62;0,68;0,62;0,52;0,75
Uruguay Amateur Cup;Uruguay;286,0;286,0;2,78;0,68;0,13;0,58;0,9;1,68;1,1;0,6;0,52;0,48;36,0;0,58;6,0;0,5;0,54;0,56;0,5;0,53;0,43
South Korea K League 2;South Korea;285,0;285,0;2,56;0,66;0,15;0,02;0,87;1,29;1,27;0,5;0,52;0,48;23,0;0,48;10,0;0,2;0,34;0,54;0,56;0,32;0,52
Spain Copa del Rey;Spain;284,0;284,0;2,99;0,64;0,14;0,8;1,08;1,1;1,89;0,37;0,5;0,5;18,0;0,56;120,0;0,52;0,54;0,42;0,56;0,53;0,44
Mexico U21 League;Mexico;279,0;278,0;2,57;0,61;0,15;0,4;1,01;1,49;1,09;0,58;0,53;0,47;10,0;0,4;4,0;1,0;0,7;0,56;0,53;0,31;0,53
Israel Leumit Liga;Israel;279,0;279,0;2,71;0,61;0,14;0,05;1,06;1,33;1,38;0,49;0,56;0,44;17,0;0,59;8,0;0,75;0,67;0,54;0,58;0,53;0,55
Spain Segunda Division RFEF Group 2;Spain;278,0;278,0;2,5;0,64;0,13;0,4;0,9;1,45;1,05;0,58;0,51;0,49;44,0;0,48;4,0;0,5;0,49;0,47;0,56;0,48;0,22
Spain Segunda Division RFEF Group 1;Spain;278,0;278,0;2,53;0,68;0,13;0,23;0,82;1,38;1,15;0,54;0,51;0,49;32,0;0,59;3,0;0,33;0,46;0,53;0,47;0,55;0,57
England Northern Premier League;England;277,0;277,0;2,48;0,6;0,13;0,21;0,99;1,35;1,13;0,54;0,52;0,48;9,0;0,67;0,0;0,0;0,33;0,5;0,52;0,73;0,52
England Development League 2;England;276,0;276,0;3,88;0,48;0,16;0,37;2,02;2,12;1,75;0,55;0,7;0,3;28,0;0,64;1,0;1,0;0,82;0,74;0,73;0,57;0,53
Italy Eccellenza;Italy;276,0;272,0;2,53;0,71;0,13;0,31;0,74;1,42;1,11;0,56;0,45;0,55;43,0;0,35;14,0;0,64;0,5;0,53;0,43;0,47;0,29
Uruguay Reserve League;Uruguay;276,0;276,0;2,81;0,6;0,15;0,2;1,13;1,5;1,3;0,54;0,51;0,49;21,0;0,52;14,0;0,57;0,55;0,46;0,56;0,53;0,29
England U21 Premier League Cup;England;274,0;274,0;3,61;0,53;0,15;0,43;1,69;2,02;1,59;0,56;0,64;0,36;30,0;0,7;9,0;0,89;0,79;0,64;0,65;0,58;0,74
Belgium First Division B;Belgium;274,0;274,0;2,82;0,59;0,12;0,09;1,15;1,46;1,37;0,52;0,55;0,45;38,0;0,55;11,0;0,55;0,55;0,54;0,58;0,47;0,67
Paraguay Division Profesional;Paraguay;271,0;271,0;2,49;0,67;0,11;0,2;0,82;1,34;1,15;0,54;0,51;0,49;34,0;0,59;11,0;0,64;0,61;0,6;0,44;0,46;0,5
Brazil Paulista Cup;Brazil;271,0;271,0;2,0;0,71;0,1;0,27;0,58;1,13;0,86;0,57;0,4;0,6;29,0;0,48;1,0;0,0;0,24;0,36;0,41;0,5;0,43
Spain Segunda Division RFEF Group 3;Spain;271,0;270,0;2,45;0,68;0,14;0,42;0,79;1,44;1,01;0,59;0,53;0,47;22,0;0,5;2,0;0,0;0,25;0,57;0,51;0,51;0,53
Czechia First League;Czech Republic;269,0;269,0;2,65;0,62;0,13;0,2;1,02;1,42;1,22;0,54;0,51;0,49;59,0;0,64;18,0;0,61;0,63;0,55;0,43;0,56;0,55
England EFL Trophy;England;269,0;269,0;3,4;0,54;0,14;0,44;1,55;1,92;1,48;0,56;0,62;0,38;57,0;0,75;6,0;0,67;0,71;0,52;0,7;0,57;0,78
France National;France;268,0;268,0;2,44;0,62;0,13;0,13;0,92;1,28;1,16;0,53;0,52;0,48;19,0;0,53;1,0;0,0;0,26;0,55;0,49;0,52;0,52
Sierra Leone Premier League;Sierra Leone;267,0;246,0;2,06;0,78;0,21;0,15;0,45;1,1;0,96;0,54;0,42;0,58;21,0;0,52;3,0;0,0;0,26;0,42;0,4;0,46;0,42
Argentina Youth League;Argentina;267,0;267,0;2,96;0,57;0,13;0,48;1,27;1,72;1,24;0,58;0,55;0,45;16,0;0,44;1,0;1,0;0,72;0,59;0,57;0,39;0,55
Japan J3-League;Japan;263,0;263,0;2,67;0,65;0,14;0,3;0,95;1,49;1,18;0,56;0,52;0,48;14,0;0,71;2,0;0,5;0,61;0,55;0,49;0,57;0,52
Serbia Prva Liga;Serbia;263,0;263,0;2,21;0,65;0,11;0,38;0,77;1,3;0,92;0,59;0,44;0,56;35,0;0,57;0,0;0,0;0,29;0,39;0,49;0,49;0,44
